round,date,match,selection,side,model_probability,closing_no_vig_probability,probability_edge,closing_odds,expected_value,result,profit
12,2026-05-29,Carlton Blues v Geelong Cats,Carlton Blues,home,0.7297,0.21568627450980393,0.5140137254901961,4.4,2.2106800000000004,W,3.4000000000000004
12,2026-05-30,Brisbane Lions v Fremantle Dockers,Fremantle Dockers,away,0.8531000000000001,0.39698492462311563,0.45611507537688445,2.4,1.04744,W,1.4
12,2026-05-30,Sydney Swans v Richmond Tigers,Richmond Tigers,away,0.27759999999999996,0.08637873754152825,0.1912212624584717,11.0,2.0535999999999994,L,-1.0
12,2026-05-30,Western Bulldogs v Collingwood Magpies,Western Bulldogs,home,0.9053,0.5949367088607596,0.31036329113924044,1.6,0.44848,W,0.6000000000000001
12,2026-05-31,Melbourne Demons v Greater Western Sydney Giants,Melbourne Demons,home,0.8156000000000001,0.43152454780361754,0.38407545219638256,2.2,0.7943200000000004,L,-1.0
12,2026-05-31,West Coast Eagles v Essendon Bombers,West Coast Eagles,home,0.944,0.660377358490566,0.28362264150943395,1.44,0.3593599999999999,W,0.43999999999999995
13,2026-06-05,Hawthorn Hawks v Western Bulldogs,Hawthorn Hawks,home,0.8722999999999999,0.6341463414634148,0.2381536585365851,1.5,0.30844999999999967,L,-1.0
13,2026-06-06,North Melbourne Kangaroos v Fremantle Dockers,Fremantle Dockers,away,0.9788,0.7619047619047619,0.21689523809523814,1.25,0.22350000000000003,W,0.25
13,2026-06-06,West Coast Eagles v Port Adelaide Power,West Coast Eagles,home,0.7599,0.43152454780361754,0.3283754521963825,2.2,0.6717800000000003,L,-1.0
13,2026-06-07,Essendon Bombers v Carlton Blues,Essendon Bombers,home,0.5817,0.18962722852512157,0.3920727714748784,5.0,1.9085,L,-1.0
13,2026-06-07,Sydney Swans v St Kilda Saints,Sydney Swans,home,0.9823999999999999,0.7996632996632997,0.1827367003367002,1.19,0.16905599999999987,W,0.18999999999999995
13,2026-06-08,Collingwood Magpies v Melbourne Demons,Collingwood Magpies,home,0.9312,0.5,0.4312,1.9,0.76928,L,-1.0
14,2026-06-11,Western Bulldogs v Adelaide Crows,Western Bulldogs,home,0.8493,0.5769230769230769,0.2723769230769232,1.65,0.40134500000000006,L,-1.0
14,2026-06-13,Melbourne Demons v Essendon Bombers,Melbourne Demons,home,0.9863,0.8059210526315791,0.18037894736842086,1.18,0.1638339999999998,W,0.17999999999999994
14,2026-06-13,North Melbourne Kangaroos v West Coast Eagles,North Melbourne Kangaroos,home,0.8764999999999998,0.6547619047619047,0.22173809523809518,1.45,0.27092499999999964,W,0.44999999999999996
14,2026-06-13,Port Adelaide Power v Sydney Swans,Port Adelaide Power,home,0.6113,0.33962264150943394,0.271677358490566,2.8,0.7116399999999998,L,-1.0
14,2026-06-14,St Kilda Saints v Greater Western Sydney Giants,St Kilda Saints,home,0.9079000000000002,0.48684210526315796,0.4210578947368422,1.95,0.7704050000000002,W,0.95
15,2026-06-18,Fremantle Dockers v Geelong Cats,Fremantle Dockers,home,0.9886000000000001,0.712742980561555,0.2758570194384451,1.33,0.3148380000000002,W,0.33000000000000007
15,2026-06-19,Gold Coast Suns v Hawthorn Hawks,Hawthorn Hawks,away,0.6820999999999999,0.5949367088607596,0.08716329113924037,1.6,0.09135999999999989,W,0.6000000000000001
15,2026-06-20,Adelaide Crows v Melbourne Demons,Adelaide Crows,home,0.9160000000000001,0.7080610021786492,0.20793899782135095,1.34,0.2274400000000003,W,0.3400000000000001
15,2026-06-20,Collingwood Magpies v Port Adelaide Power,Collingwood Magpies,home,0.7862,0.6125,0.17369999999999997,1.55,0.21860999999999997,W,0.55
15,2026-06-20,Greater Western Sydney Giants v Carlton Blues,Carlton Blues,away,0.9033000000000001,0.2638036809815951,0.639496319018405,3.6,2.2518800000000003,W,2.6
15,2026-06-21,Richmond Tigers v North Melbourne Kangaroos,Richmond Tigers,home,0.4219,0.2638036809815951,0.15809631901840487,3.6,0.51884,L,-1.0
15,2026-06-21,St Kilda Saints v Western Bulldogs,St Kilda Saints,home,0.6732,0.5263157894736842,0.14688421052631584,1.8,0.21176000000000017,L,-1.0
16,2026-06-25,Brisbane Lions v Sydney Swans,Brisbane Lions,home,0.7227,0.513157894736842,0.20954210526315797,1.85,0.33699500000000016,W,0.8500000000000001
16,2026-06-27,Carlton Blues v West Coast Eagles,Carlton Blues,home,0.9456,0.8415147265077139,0.10408527349228613,1.13,0.06852799999999992,W,0.1299999999999999
16,2026-06-26,Hawthorn Hawks v Greater Western Sydney Giants,Hawthorn Hawks,home,0.8705,0.7509881422924901,0.11951185770750994,1.26,0.09682999999999997,W,0.26
16,2026-06-27,Collingwood Magpies v Richmond Tigers,Collingwood Magpies,home,0.9980000000000001,0.8541392904073586,0.14386070959264152,1.11,0.10778000000000021,W,0.1100000000000001
16,2026-06-27,Port Adelaide Power v Adelaide Crows,Port Adelaide Power,home,0.6772,0.2525252525252525,0.42467474747474754,3.7,1.50564,W,2.7
16,2026-06-28,Fremantle Dockers v Gold Coast Suns,Fremantle Dockers,home,0.9833000000000001,0.7922535211267606,0.19104647887323944,1.18,0.16029399999999994,W,0.17999999999999994
16,2026-06-28,North Melbourne Kangaroos v Essendon Bombers,North Melbourne Kangaroos,home,0.986,0.6547619047619047,0.33123809523809533,1.45,0.42969999999999997,W,0.44999999999999996
17,2026-07-02,Geelong Cats v Brisbane Lions,Brisbane Lions,away,0.47370000000000007,0.35251798561151076,0.1211820143884893,2.7,0.2789900000000003,W,1.7000000000000002
17,2026-07-03,Sydney Swans v Western Bulldogs,Western Bulldogs,away,0.5337000000000001,0.33962264150943394,0.19407735849056612,2.8,0.49436000000000013,L,-1.0
17,2026-07-03,West Coast Eagles v Adelaide Crows,West Coast Eagles,home,0.5406,0.1956882255389718,0.34491177446102816,4.85,1.6219099999999997,L,-1.0
17,2026-07-04,Gold Coast Suns v Collingwood Magpies,Collingwood Magpies,away,0.6371,0.413265306122449,0.223834693877551,2.3,0.4653299999999998,W,1.2999999999999998
17,2026-07-04,Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,home,0.7979,0.6712962962962963,0.12660370370370377,1.42,0.13301800000000008,L,-1.0
17,2026-07-04,Richmond Tigers v Carlton Blues,Richmond Tigers,home,0.2623,0.1642651296829971,0.09803487031700286,5.8,0.5213399999999999,L,-1.0
17,2026-07-05,Essendon Bombers v St Kilda Saints,St Kilda Saints,away,0.8638,0.7734806629834253,0.09031933701657469,1.23,0.06247399999999992,W,0.22999999999999998
18,2026-07-09,Fremantle Dockers v Sydney Swans,Sydney Swans,away,0.4416,0.33411214953271023,0.10748785046728976,2.85,0.2585600000000001,L,-1.0
18,2026-07-11,Carlton Blues v Hawthorn Hawks,Carlton Blues,home,0.5187,0.413265306122449,0.10543469387755106,2.3,0.19301000000000013,L,-1.0
18,2026-07-11,Greater Western Sydney Giants v Geelong Cats,Greater Western Sydney Giants,home,0.5457,0.44155844155844154,0.10414155844155842,2.15,0.17325499999999994,W,1.15
18,2026-07-11,St Kilda Saints v Port Adelaide Power,Port Adelaide Power,away,0.4619,0.3875,0.07439999999999997,2.45,0.13165500000000008,L,-1.0
18,2026-07-12,Melbourne Demons v Richmond Tigers,Melbourne Demons,home,0.9877999999999999,0.8641975308641975,0.12360246913580242,1.1,0.08657999999999988,W,0.10000000000000009
19,2026-07-17,Sydney Swans v Adelaide Crows,Adelaide Crows,away,0.43329999999999996,0.32714617169373555,0.10615382830626441,2.9,0.25656999999999996,W,1.9
19,2026-07-18,North Melbourne Kangaroos v Melbourne Demons,North Melbourne Kangaroos,home,0.6526,0.32870370370370366,0.3238962962962963,2.9,0.8925399999999999,L,-1.0
19,2026-07-18,Port Adelaide Power v Fremantle Dockers,Port Adelaide Power,home,0.3616,0.11180773249738768,0.2497922675026123,8.5,2.0736,L,-1.0
19,2026-07-18,West Coast Eagles v Brisbane Lions,West Coast Eagles,home,0.3543,0.13580246913580246,0.21849753086419754,7.0,1.4801000000000002,L,-1.0
19,2026-07-19,Gold Coast Suns v Western Bulldogs,Western Bulldogs,away,0.5642,0.43152454780361754,0.1326754521963825,2.2,0.24124000000000012,W,1.2000000000000002
21,2026-07-31,Fremantle Dockers v Western Bulldogs,Western Bulldogs,away,0.3884999999999999,0.11894273127753305,0.2695572687224669,8.0,2.107999999999999,L,-1.0
21,2026-08-01,Carlton Blues v Brisbane Lions,Carlton Blues,home,0.5457,0.2841880341880342,0.2615119658119658,3.35,0.828095,W,2.35
21,2026-08-01,Port Adelaide Power v Greater Western Sydney Giants,Port Adelaide Power,home,0.5492,0.47368421052631576,0.07551578947368426,2.0,0.09840000000000004,L,-1.0
21,2026-08-01,St Kilda Saints v Sydney Swans,St Kilda Saints,home,0.5481,0.3875,0.16060000000000002,2.45,0.34284500000000007,L,-1.0
21,2026-08-02,Essendon Bombers v Adelaide Crows,Essendon Bombers,home,0.2692,0.12689173457508732,0.14230826542491268,7.5,1.0190000000000001,L,-1.0
21,2026-08-02,Richmond Tigers v West Coast Eagles,Richmond Tigers,home,0.5187,0.44155844155844154,0.07714155844155851,2.15,0.115205,W,1.15
22,2026-08-06,Western Bulldogs v North Melbourne Kangaroos,Western Bulldogs,home,0.7937,0.6658878504672897,0.12781214953271025,1.43,0.13499099999999986,L,-1.0
22,2026-08-07,Brisbane Lions v Hawthorn Hawks,Brisbane Lions,home,0.7937,0.5263157894736842,0.2673842105263158,1.8,0.42866000000000004,W,0.8
22,2026-08-09,West Coast Eagles v Collingwood Magpies,Collingwood Magpies,away,0.7347,0.586734693877551,0.14796530612244907,1.62,0.1902140000000001,W,0.6200000000000001
22,2026-08-09,St Kilda Saints v Carlton Blues,St Kilda Saints,home,0.6369,0.48684210526315796,0.15005789473684206,1.95,0.24195499999999992,L,-1.0
