race_date,track_slug,race_number,distance_metres,race_class,class_family,runner_number,horse_name,horse_key,finish_position,beaten_lengths,weight_carried_kg,official_handicap_rating,official_time_seconds,source_finish_time_seconds,accepted_rating,accepted_model,shadow_achieved_rating,shadow_model,rank,shadow_next_start_carry_fraction,shadow_next_start_state_estimate,next_start_estimate_status,sectional_count,section_sum_seconds,section_sum_residual_seconds,last_200_seconds,last_400_seconds,last_600_seconds,last_800_seconds,clock_evidence_available,energy_evidence_available,wfa_profile_available,collected_at
2026-09-12,flemington,8,1600,"Standard Weight for Age. Group 1. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_1,12,Sheza Alibi,shezaalibi,1,2.75,56.5,116.0,95.34,95.34,114.236301904,form-first-v2.0,117.44111532511117,achieved-run-v2.10-young-wfa-shadow,1,0.0,114.236301904,research run-based carry-forward proxy; no integrated horse-state forecast,8,95.34,0.0,11.36,21.96,32.81,44.74,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,10,1700,"Handicap. No age restriction, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",other,1,Future History,futurehistory,3,2.35,62.5,107.0,102.24,102.64,103.741075362,form-first-v2.0,99.6888881991425,achieved-run-v2.10-young-wfa-shadow,21,0.0,103.741075362,research run-based carry-forward proxy; no integrated horse-state forecast,9,102.64,0.0,11.89,23.05,34.08,45.53,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,2,Militarize,militarize,6,3.28,58.0,107.0,75.52,76.07,103.23109428800001,form-first-v2.0,100.64276192811683,achieved-run-v2.10-young-wfa-shadow,22,0.0,103.23109428800001,research run-based carry-forward proxy; no integrated horse-state forecast,7,76.07,0.0,11.45,22.38,33.47,44.53,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,8,1600,"Standard Weight for Age. Group 1. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_1,13,Ohope Wins,ohopewins,9,5.65,56.5,106.0,95.34,96.2,102.936301904,form-first-v2.0,102.01611532511117,achieved-run-v2.10-young-wfa-shadow,23,0.0,102.936301904,research run-based carry-forward proxy; no integrated horse-state forecast,8,96.2,0.0,11.41,22.26,33.3,45.16,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,1,Estadio Mestalla,estadiomestalla,9,4.01,58.5,108.0,75.52,76.2,102.508405598,form-first-v2.0,99.92007323811683,achieved-run-v2.10-young-wfa-shadow,24,0.0,102.508405598,research run-based carry-forward proxy; no integrated horse-state forecast,7,76.2,0.0,11.38,22.11,33.12,44.21,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,1,Salty Pearl,saltypearl,4,0.71,57.5,94.0,82.78,82.9,102.10893393,form-first-v2.0,97.94017939428214,achieved-run-v2.10-young-wfa-shadow,25,0.0,102.10893393,research run-based carry-forward proxy; no integrated horse-state forecast,7,82.9,0.0,11.6,22.56,33.69,45.1,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,7,1200,"Set Weights plus Penalties. Group 2. Three-Years-Old and Upwards, Fillies and Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,10,Plaintiff,plaintiff,4,0.86,55.0,89.0,68.85,69.0,101.79352833200001,form-first-v2.0,103.4893937783983,achieved-run-v2.10-young-wfa-shadow,26,0.0,101.79352833200001,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.0,0.0,11.41,22.02,32.95,44.36,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,7,1200,"Quality. Group 2. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20.",group_2,13,Losesomewinmore,losesomewinmore,1,0.46,53.0,96.0,68.98,68.98,100.879679284,form-first-v2.0,102.9152394518991,achieved-run-v2.10-young-wfa-shadow,27,0.0,100.879679284,research run-based carry-forward proxy; no integrated horse-state forecast,6,68.98,0.0,11.35,21.76,32.22,43.11,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,6,1400,"Handicap. Listed. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",listed,3,Cote Atlantique,coteatlantique,2,0.75,57.0,100.0,81.46,81.57,100.865075476,form-first-v2.0,98.37939777325957,achieved-run-v2.10-young-wfa-shadow,28,0.0,100.865075476,research run-based carry-forward proxy; no integrated horse-state forecast,7,81.57,0.0,11.68,22.54,33.42,44.43,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,3,Too Darn Discreet,toodarndiscreet,2,0.06,56.0,104.0,82.78,82.79,100.31866666666667,form-first-v2.0,99.4568460609488,achieved-run-v2.10-young-wfa-shadow,29,0.0,100.31866666666667,research run-based carry-forward proxy; no integrated horse-state forecast,7,82.79,0.0,11.29,22.1,33.12,44.72,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,7,Verona Rose,veronarose,3,1.45,54.5,104.0,75.52,75.76,100.08991511800001,form-first-v2.0,97.50158275811683,achieved-run-v2.10-young-wfa-shadow,30,0.0,100.08991511800001,research run-based carry-forward proxy; no integrated horse-state forecast,7,75.76,0.0,11.58,22.33,33.42,44.57,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,8,Magnatear,magnatear,2,1.15,54.0,99.0,75.52,75.71000000000001,99.737603808,form-first-v2.0,97.14927144811682,achieved-run-v2.10-young-wfa-shadow,31,0.0,99.737603808,research run-based carry-forward proxy; no integrated horse-state forecast,7,75.71,-0.0,11.5,22.46,33.73,44.95,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,7,1200,"Quality. Group 2. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20.",group_2,12,Enxuto,enxuto,3,0.71,53.0,97.0,68.98,69.09,98.98634595066667,form-first-v2.0,100.10190611856576,achieved-run-v2.10-young-wfa-shadow,32,0.0,98.98634595066667,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.09,0.0,11.27,21.75,32.18,42.99,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,6,1400,"Handicap. Listed. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",listed,2,Plymouth,plymouth,6,2.06,57.5,101.0,81.46,81.8,98.91072011933333,form-first-v2.0,96.4250424165929,achieved-run-v2.10-young-wfa-shadow,33,0.0,98.91072011933333,research run-based carry-forward proxy; no integrated horse-state forecast,7,81.8,0.0,11.88,23.03,34.15,45.19,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,11,Pondalowie,pondalowie,1,0.06,55.0,90.0,82.78,82.78,98.25404404666668,form-first-v2.0,99.70184606094881,achieved-run-v2.10-young-wfa-shadow,34,0.0,98.25404404666668,research run-based carry-forward proxy; no integrated horse-state forecast,7,82.78,0.0,11.05,22.0,33.26,44.86,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,8,On Display,ondisplay,3,0.21,55.0,100.0,82.78,82.81,97.76404404666668,form-first-v2.0,99.10684606094881,achieved-run-v2.10-young-wfa-shadow,35,0.0,97.76404404666668,research run-based carry-forward proxy; no integrated horse-state forecast,7,82.81,0.0,11.94,22.75,33.86,45.31,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,7,1200,"Set Weights plus Penalties. Group 2. Three-Years-Old and Upwards, Fillies and Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,8,Weeping Woman,weepingwoman,7,2.74,55.0,105.0,68.85,69.32,96.78019499866667,form-first-v2.0,98.47606044506496,achieved-run-v2.10-young-wfa-shadow,36,0.0,96.78019499866667,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.32,0.0,12.04,23.07,34.22,45.48,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,5,Midnight In Tokyo,midnightintokyo,10,4.13,56.0,107.0,75.52,76.22,96.696849048,form-first-v2.0,94.10851668811682,achieved-run-v2.10-young-wfa-shadow,37,0.0,96.696849048,research run-based carry-forward proxy; no integrated horse-state forecast,7,76.22,0.0,11.95,23.11,34.34,45.61,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,7,1200,"Set Weights plus Penalties. Group 2. Three-Years-Old and Upwards, Fillies and Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,11,Dark Glitter,darkglitter,6,2.09,54.0,92.0,68.85,69.22,96.30890571200001,form-first-v2.0,100.2093937783983,achieved-run-v2.10-young-wfa-shadow,38,0.0,96.30890571200001,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.22,0.0,11.52,22.36,33.34,44.62,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,7,1200,"Quality. Group 2. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20.",group_2,8,Enriched,enriched,8,2.21,53.5,99.0,68.98,69.3,96.08865726066668,form-first-v2.0,97.20421742856577,achieved-run-v2.10-young-wfa-shadow,39,0.0,96.08865726066668,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.3,0.0,11.7,22.24,32.54,43.34,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,8,1600,"Standard Weight for Age. Group 1. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_1,10,Treasurethe Moment,treasurethemoment,10,9.65,57.0,115.0,95.34,96.87,96.03861321400001,form-first-v2.0,94.01611532511117,achieved-run-v2.10-young-wfa-shadow,40,0.0,96.03861321400001,research run-based carry-forward proxy; no integrated horse-state forecast,8,96.87,0.0,12.24,23.48,34.69,46.89,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,6,1400,"Handicap. Listed. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",listed,11,Welcometotheshow,welcometotheshow,1,0.75,54.0,87.0,81.46,81.46,96.001207616,form-first-v2.0,94.82802991325957,achieved-run-v2.10-young-wfa-shadow,41,0.0,96.001207616,research run-based carry-forward proxy; no integrated horse-state forecast,7,81.46,0.0,11.8,23.0,34.09,45.18,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,4,Gold Coast Belle,goldcoastbelle,7,1.94,56.0,87.0,82.78,83.1,95.932,form-first-v2.0,95.07017939428214,achieved-run-v2.10-young-wfa-shadow,42,0.0,95.932,research run-based carry-forward proxy; no integrated horse-state forecast,7,83.1,0.0,12.1,23.24,34.38,46.01,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,6,1400,"Handicap. Listed. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",listed,4,Run Harry Run,runharryrun,7,3.06,57.0,100.0,81.46,81.93,95.475075476,form-first-v2.0,92.98939777325957,achieved-run-v2.10-young-wfa-shadow,43,0.0,95.475075476,research run-based carry-forward proxy; no integrated horse-state forecast,7,81.93,0.0,12.38,23.76,34.99,45.99,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,5,2500,"Quality. Group 3. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_3,2,Litzdeel,litzdeel,5,4.15,58.5,99.0,155.18,155.84,95.396915004,form-first-v2.0,94.44683959121637,achieved-run-v2.10-young-wfa-shadow,44,0.0,95.396915004,research run-based carry-forward proxy; no integrated horse-state forecast,13,155.84,0.0,12.8,24.7,36.15,47.79,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,3,Kovalica,kovalica,13,5.62,57.0,105.0,75.52,76.47,95.176471668,form-first-v2.0,92.58813930811682,achieved-run-v2.10-young-wfa-shadow,45,0.0,95.176471668,research run-based carry-forward proxy; no integrated horse-state forecast,7,76.47,0.0,11.37,22.16,33.08,44.16,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,7,1200,"Quality. Group 2. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20.",group_2,7,Disneck,disneck,10,2.61,53.5,99.0,68.98,69.36,95.02199059400002,form-first-v2.0,96.1375507618991,achieved-run-v2.10-young-wfa-shadow,46,0.0,95.02199059400002,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.36,0.0,11.61,22.29,32.77,43.61,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,10,Gold Medallist,goldmedallist,5,1.46,55.0,84.0,82.78,83.02,94.84737738000001,form-first-v2.0,96.19017939428214,achieved-run-v2.10-young-wfa-shadow,47,0.0,94.84737738000001,research run-based carry-forward proxy; no integrated horse-state forecast,7,83.02,0.0,11.96,23.04,34.18,45.75,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,12,God's Window,godswindow,5,2.24,53.0,95.0,75.52,75.9,94.80798118800001,form-first-v2.0,92.21964882811683,achieved-run-v2.10-young-wfa-shadow,48,0.0,94.80798118800001,research run-based carry-forward proxy; no integrated horse-state forecast,7,75.9,0.0,11.25,22.18,33.22,44.38,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,7,Merrigold,merrigold,6,1.48,55.0,93.0,82.78,83.02,94.80071071333334,form-first-v2.0,96.14351272761547,achieved-run-v2.10-young-wfa-shadow,49,0.0,94.80071071333334,research run-based carry-forward proxy; no integrated horse-state forecast,7,83.02,0.0,11.71,22.66,33.84,45.41,True,True,False,2026-09-14T03:48:46.432498+00:00
